date,region,rainfall,temperature,humidity,soil_moisture,river_discharge
2015-02-02,kisumu,0.0,26.7,43,0.234,0.03
2015-02-03,kisumu,0.0,25.9,49,0.232,0.03
2015-02-04,kisumu,0.0,26.8,48,0.231,0.03
2015-02-05,kisumu,3.0,25.9,51,0.236,0.03
2015-02-06,kisumu,0.0,26.9,48,0.234,0.03
2015-02-07,kisumu,0.0,27.3,42,0.232,0.03
2015-02-08,kisumu,0.8,26.4,52,0.231,0.03
2015-02-09,kisumu,0.0,25.9,56,0.231,0.03
2015-02-10,kisumu,0.0,26.6,49,0.23,0.03
2015-02-11,kisumu,0.0,26.0,50,0.23,0.03
2015-02-12,kisumu,0.0,26.2,53,0.229,0.03
2015-02-13,kisumu,0.0,26.6,49,0.229,0.03
2015-02-14,kisumu,0.3,25.7,53,0.23,0.03
2015-02-15,kisumu,12.6,23.1,68,0.26,0.03
2015-02-16,kisumu,0.2,24.9,57,0.311,0.03
2015-02-17,kisumu,9.1,24.4,60,0.307,0.03
2015-02-18,kisumu,7.6,24.4,64,0.333,0.03
2015-02-19,kisumu,1.2,24.9,64,0.338,0.03
2015-02-20,kisumu,1.0,24.9,64,0.332,0.03
2015-02-21,kisumu,1.4,25.2,62,0.32,0.03
2015-02-22,kisumu,0.0,25.5,59,0.304,0.03
2015-02-23,kisumu,0.0,25.2,60,0.29,0.03
2015-02-24,kisumu,2.4,24.4,66,0.287,0.03
2015-02-25,kisumu,0.2,24.5,59,0.285,0.03
2015-02-26,kisumu,0.0,25.1,56,0.276,0.03
2015-02-27,kisumu,0.0,25.6,57,0.266,0.03
2015-02-28,kisumu,0.0,25.6,54,0.258,0.03
2015-03-01,kisumu,1.4,23.8,69,0.258,0.03
2015-03-02,kisumu,0.0,26.2,53,0.254,0.03
2015-03-03,kisumu,0.0,26.4,49,0.248,0.03
2015-03-04,kisumu,0.4,25.5,54,0.244,0.03
2015-03-05,kisumu,0.0,25.1,52,0.24,0.03
2015-03-06,kisumu,0.0,25.9,54,0.237,0.03
2015-03-07,kisumu,0.1,26.8,46,0.235,0.03
2015-03-08,kisumu,0.0,27.1,38,0.232,0.03
2015-03-09,kisumu,0.0,27.8,35,0.231,0.03
2015-03-10,kisumu,0.0,27.8,31,0.23,0.03
2015-03-11,kisumu,0.0,27.8,30,0.229,0.03
2015-03-12,kisumu,0.0,26.6,44,0.229,0.03
2015-03-13,kisumu,0.0,27.9,42,0.229,0.03
2015-03-14,kisumu,0.0,28.3,36,0.229,0.03
2015-03-15,kisumu,0.1,28.1,31,0.229,0.03
2015-03-16,kisumu,0.0,28.3,34,0.229,0.03
2015-03-17,kisumu,0.0,28.5,43,0.229,0.03
2015-03-18,kisumu,0.0,28.7,42,0.229,0.03
2015-03-19,kisumu,0.7,27.5,52,0.231,0.03
2015-03-20,kisumu,2.5,27.3,55,0.231,0.03
2015-03-21,kisumu,0.2,27.4,53,0.234,0.03
2015-03-22,kisumu,4.7,25.3,65,0.241,0.03
2015-03-23,kisumu,17.8,24.5,67,0.283,0.03
2015-03-24,kisumu,17.8,23.2,77,0.366,0.03
2015-03-25,kisumu,13.3,23.1,77,0.432,0.03
2015-03-26,kisumu,16.6,23.5,73,0.428,0.06
2015-03-27,kisumu,18.3,23.9,70,0.428,0.06
2015-03-28,kisumu,22.6,22.7,81,0.461,0.09
2015-03-29,kisumu,38.1,21.1,87,0.468,0.12
2015-03-30,kisumu,22.4,21.0,83,0.461,0.25
2015-03-31,kisumu,13.3,21.2,82,0.479,0.31
2015-04-01,kisumu,9.7,21.2,84,0.482,0.31
2015-04-02,kisumu,6.4,22.5,75,0.461,0.28
2015-04-03,kisumu,24.7,22.0,84,0.466,0.22
2015-04-04,kisumu,49.9,20.1,90,0.469,0.34
2015-04-05,kisumu,0.6,21.5,77,0.427,0.72
2015-04-06,kisumu,6.0,22.1,76,0.445,0.78
2015-04-07,kisumu,8.3,21.8,83,0.461,0.69
2015-04-08,kisumu,1.8,22.3,75,0.459,0.59
2015-04-09,kisumu,9.8,22.3,77,0.45,0.5
2015-04-10,kisumu,28.1,21.6,84,0.477,0.47
2015-04-11,kisumu,4.5,22.5,77,0.43,0.5
2015-04-12,kisumu,2.2,23.2,75,0.437,0.53
2015-04-13,kisumu,3.0,22.7,76,0.441,0.53
2015-04-14,kisumu,9.6,22.0,81,0.45,0.47
2015-04-15,kisumu,9.8,21.8,83,0.467,0.44
2015-04-16,kisumu,15.3,21.3,85,0.474,0.44
2015-04-17,kisumu,5.5,21.7,81,0.47,0.47
2015-04-18,kisumu,22.8,21.2,86,0.487,0.47
2015-04-19,kisumu,16.5,21.7,81,0.435,0.56
2015-04-20,kisumu,12.0,22.3,76,0.464,0.72
2015-04-21,kisumu,3.3,22.1,79,0.465,0.81
2015-04-22,kisumu,16.5,22.2,79,0.469,0.81
2015-04-23,kisumu,4.8,21.8,79,0.456,0.81
2015-04-24,kisumu,2.4,22.3,74,0.453,0.81
2015-04-25,kisumu,6.7,22.6,76,0.449,0.81
2015-04-26,kisumu,14.6,21.8,81,0.461,0.75
2015-04-27,kisumu,19.0,20.3,86,0.492,0.75
2015-04-28,kisumu,5.2,22.0,75,0.476,0.85
2015-04-29,kisumu,6.0,22.7,70,0.462,0.87
2015-04-30,kisumu,10.2,21.1,84,0.461,0.87
2015-05-01,kisumu,5.2,21.8,79,0.479,0.87
2015-05-02,kisumu,12.3,21.3,81,0.467,0.94
2015-05-03,kisumu,11.3,21.4,81,0.459,1.0
2015-05-04,kisumu,3.7,21.7,81,0.475,1.12
2015-05-05,kisumu,6.2,21.8,79,0.465,1.19
2015-05-06,kisumu,8.4,21.7,82,0.478,1.16
2015-05-07,kisumu,14.5,20.8,85,0.473,1.22
2015-05-08,kisumu,6.8,21.0,82,0.476,1.28
2015-05-09,kisumu,4.2,21.5,80,0.481,1.34
2015-05-10,kisumu,9.6,21.4,81,0.489,1.38
2015-05-11,kisumu,3.9,22.3,74,0.472,1.38
2015-05-12,kisumu,3.9,22.7,77,0.473,1.34
2015-05-13,kisumu,3.7,22.6,77,0.463,1.28
2015-05-14,kisumu,2.9,22.0,81,0.458,1.22
2015-05-15,kisumu,1.4,22.6,76,0.446,1.16
2015-05-16,kisumu,2.1,23.3,75,0.444,1.12
2015-05-17,kisumu,5.2,23.4,74,0.437,1.09
2015-05-18,kisumu,6.7,22.6,77,0.446,1.06
2015-05-19,kisumu,10.8,22.3,78,0.452,1.03
2015-05-20,kisumu,3.3,22.6,74,0.46,1.03
2015-05-21,kisumu,1.5,23.0,71,0.445,1.03
2015-05-22,kisumu,5.7,22.7,74,0.436,1.0
2015-05-23,kisumu,6.5,22.4,75,0.442,0.97
2015-05-24,kisumu,5.7,22.3,76,0.439,0.94
2015-05-25,kisumu,0.8,23.1,70,0.433,0.91
2015-05-26,kisumu,3.6,21.9,79,0.433,0.91
2015-05-27,kisumu,5.9,22.1,78,0.47,0.91
2015-05-28,kisumu,1.7,22.7,72,0.455,0.94
2015-05-29,kisumu,0.9,22.7,72,0.443,0.97
2015-05-30,kisumu,2.9,22.5,76,0.433,0.94
2015-05-31,kisumu,1.4,22.6,74,0.427,0.91
2015-06-01,kisumu,13.0,21.1,83,0.464,0.87
2015-06-02,kisumu,13.6,21.2,81,0.474,0.85
2015-06-03,kisumu,2.2,22.3,75,0.462,0.85
2015-06-04,kisumu,9.7,22.7,74,0.464,0.85
2015-06-05,kisumu,9.6,21.9,76,0.465,0.81
2015-06-06,kisumu,8.5,21.9,75,0.465,0.78
2015-06-07,kisumu,2.9,21.7,72,0.454,0.85
2015-06-08,kisumu,0.3,21.7,73,0.446,0.87
2015-06-09,kisumu,1.3,22.3,71,0.436,0.87
2015-06-10,kisumu,0.6,22.1,72,0.429,0.81
2015-06-11,kisumu,1.8,22.0,74,0.422,0.75
2015-06-12,kisumu,1.6,22.0,71,0.418,0.72
2015-06-13,kisumu,5.1,21.5,77,0.423,0.69
2015-06-14,kisumu,7.1,21.8,75,0.443,0.66
2015-06-15,kisumu,0.0,22.8,67,0.418,0.66
2015-06-16,kisumu,1.9,22.6,72,0.417,0.66
2015-06-17,kisumu,0.5,22.9,68,0.413,0.63
2015-06-18,kisumu,7.3,22.0,74,0.41,0.59
2015-06-19,kisumu,3.8,22.1,74,0.425,0.56
2015-06-20,kisumu,1.0,22.6,72,0.421,0.53
2015-06-21,kisumu,9.6,21.6,79,0.442,0.53
2015-06-22,kisumu,1.3,21.8,75,0.433,0.53
2015-06-23,kisumu,2.1,22.7,70,0.428,0.5
2015-06-24,kisumu,1.2,23.1,68,0.413,0.5
2015-06-25,kisumu,2.1,22.1,74,0.407,0.47
2015-06-26,kisumu,8.1,22.3,71,0.422,0.47
2015-06-27,kisumu,0.0,23.2,66,0.445,0.47
2015-06-28,kisumu,6.7,22.7,72,0.431,0.47
2015-06-29,kisumu,1.5,22.2,73,0.427,0.47
2015-06-30,kisumu,0.0,22.8,68,0.414,0.44
2015-07-01,kisumu,2.6,23.0,70,0.403,0.44
2015-07-02,kisumu,10.1,21.8,79,0.454,0.44
2015-07-03,kisumu,4.6,22.0,74,0.442,0.44
2015-07-04,kisumu,0.1,22.6,70,0.427,0.41
2015-07-05,kisumu,0.0,23.4,66,0.408,0.41
2015-07-06,kisumu,0.9,23.2,66,0.394,0.34
2015-07-07,kisumu,7.3,23.0,68,0.388,0.31
2015-07-08,kisumu,2.3,23.0,70,0.39,0.31
2015-07-09,kisumu,0.4,23.6,65,0.38,0.31
2015-07-10,kisumu,0.3,23.8,63,0.368,0.31
2015-07-11,kisumu,0.8,23.6,66,0.359,0.3
2015-07-12,kisumu,2.4,23.5,65,0.357,0.28
2015-07-13,kisumu,1.2,23.0,64,0.352,0.28
2015-07-14,kisumu,0.0,23.4,62,0.344,0.28
2015-07-15,kisumu,0.0,23.7,58,0.333,0.26
2015-07-16,kisumu,0.4,23.9,62,0.324,0.26
2015-07-17,kisumu,9.1,22.6,71,0.361,0.26
2015-07-18,kisumu,0.0,23.5,62,0.359,0.26
2015-07-19,kisumu,1.4,24.3,59,0.348,0.26
2015-07-20,kisumu,0.9,22.5,69,0.341,0.26
2015-07-21,kisumu,6.2,22.3,69,0.342,0.25
2015-07-22,kisumu,8.7,21.6,75,0.364,0.25
2015-07-23,kisumu,0.9,22.7,64,0.381,0.25
2015-07-24,kisumu,0.6,22.8,65,0.367,0.26
2015-07-25,kisumu,3.1,21.9,71,0.358,0.25
2015-07-26,kisumu,7.0,22.3,68,0.364,0.25
2015-07-27,kisumu,0.0,23.7,60,0.363,0.25
2015-07-28,kisumu,0.6,22.6,68,0.354,0.25
2015-07-29,kisumu,8.8,21.5,74,0.366,0.25
2015-07-30,kisumu,6.5,21.4,75,0.405,0.25
2015-07-31,kisumu,4.3,22.3,70,0.406,0.25
2015-08-01,kisumu,0.2,22.9,66,0.388,0.25
2015-08-02,kisumu,5.8,22.9,70,0.389,0.25
2015-08-03,kisumu,0.0,21.9,75,0.401,0.25
2015-08-04,kisumu,0.0,23.3,64,0.382,0.25
2015-08-05,kisumu,1.0,23.0,65,0.366,0.25
2015-08-06,kisumu,0.3,22.5,66,0.356,0.25
2015-08-07,kisumu,0.0,23.2,62,0.343,0.25
2015-08-08,kisumu,3.1,22.9,65,0.334,0.23
2015-08-09,kisumu,1.9,22.6,67,0.33,0.23
2015-08-10,kisumu,2.2,23.3,66,0.334,0.23
2015-08-11,kisumu,0.2,23.8,61,0.324,0.23
2015-08-12,kisumu,0.0,24.0,60,0.313,0.23
2015-08-13,kisumu,0.2,25.0,55,0.303,0.22
2015-08-14,kisumu,0.3,24.3,60,0.294,0.22
2015-08-15,kisumu,0.0,24.2,60,0.287,0.22
2015-08-16,kisumu,0.0,24.2,56,0.279,0.22
2015-08-17,kisumu,1.4,23.8,56,0.272,0.22
2015-08-18,kisumu,5.9,22.9,68,0.284,0.2
2015-08-19,kisumu,0.0,23.7,61,0.296,0.2
2015-08-20,kisumu,4.6,24.1,62,0.29,0.2
2015-08-21,kisumu,0.1,24.1,60,0.301,0.2
2015-08-22,kisumu,0.0,24.3,61,0.291,0.2
2015-08-23,kisumu,0.1,24.3,57,0.282,0.2
2015-08-24,kisumu,3.0,23.2,64,0.276,0.2
2015-08-25,kisumu,0.2,23.5,64,0.277,0.2
2015-08-26,kisumu,0.1,24.7,54,0.272,0.2
2015-08-27,kisumu,0.0,25.1,51,0.267,0.2
2015-08-28,kisumu,0.6,24.3,54,0.263,0.19
2015-08-29,kisumu,0.0,24.2,57,0.26,0.19
2015-08-30,kisumu,0.3,24.3,58,0.256,0.19
2015-08-31,kisumu,0.9,24.8,55,0.254,0.19
2015-09-01,kisumu,3.2,23.3,67,0.257,0.19
2015-09-02,kisumu,2.4,23.6,66,0.266,0.19
2015-09-03,kisumu,7.2,23.1,70,0.28,0.19
2015-09-04,kisumu,3.4,23.1,68,0.305,0.19
2015-09-05,kisumu,2.0,23.2,67,0.313,0.19
2015-09-06,kisumu,0.3,23.7,63,0.308,0.19
2015-09-07,kisumu,0.8,23.7,64,0.3,0.19
2015-09-08,kisumu,0.1,24.1,62,0.291,0.18
2015-09-09,kisumu,0.0,24.2,62,0.282,0.18
2015-09-10,kisumu,4.0,24.6,63,0.283,0.16
2015-09-11,kisumu,0.1,24.3,60,0.278,0.13
2015-09-12,kisumu,2.1,24.0,67,0.275,0.12
2015-09-13,kisumu,2.0,24.0,63,0.274,0.12
2015-09-14,kisumu,0.1,24.9,56,0.273,0.12
2015-09-15,kisumu,2.2,24.5,61,0.266,0.12
2015-09-16,kisumu,12.3,23.3,72,0.284,0.12
2015-09-17,kisumu,1.0,23.7,66,0.303,0.12
2015-09-18,kisumu,0.9,24.3,64,0.293,0.12
2015-09-19,kisumu,0.0,25.0,56,0.283,0.12
2015-09-20,kisumu,0.0,25.8,51,0.273,0.12
2015-09-21,kisumu,0.0,24.6,60,0.265,0.12
2015-09-22,kisumu,2.2,23.9,64,0.266,0.11
2015-09-23,kisumu,0.7,24.3,58,0.265,0.11
2015-09-24,kisumu,2.2,24.7,56,0.262,0.11
2015-09-25,kisumu,2.7,24.1,61,0.264,0.11
2015-09-26,kisumu,2.5,24.3,62,0.266,0.11
2015-09-27,kisumu,8.1,23.6,69,0.287,0.11
2015-09-28,kisumu,2.1,24.1,67,0.295,0.11
2015-09-29,kisumu,0.4,24.9,62,0.288,0.11
2015-09-30,kisumu,1.2,25.0,60,0.281,0.11
2015-10-01,kisumu,2.5,24.6,62,0.276,0.11
2015-10-02,kisumu,10.6,23.8,70,0.297,0.1
2015-10-03,kisumu,0.3,24.4,65,0.325,0.11
2015-10-04,kisumu,3.8,25.1,61,0.325,0.11
2015-10-05,kisumu,0.2,25.5,57,0.312,0.11
2015-10-06,kisumu,0.3,24.7,62,0.299,0.11
2015-10-07,kisumu,8.9,23.8,66,0.304,0.1
2015-10-08,kisumu,0.3,24.4,60,0.325,0.1
2015-10-09,kisumu,9.2,24.2,64,0.323,0.1
2015-10-10,kisumu,6.0,24.4,68,0.345,0.11
2015-10-11,kisumu,9.7,23.3,74,0.396,0.11
2015-10-12,kisumu,0.6,24.4,66,0.389,0.12
2015-10-13,kisumu,11.1,23.8,69,0.398,0.12
2015-10-14,kisumu,3.5,23.8,69,0.396,0.12
2015-10-15,kisumu,8.2,23.9,71,0.392,0.12
2015-10-16,kisumu,3.6,24.0,69,0.391,0.12
2015-10-17,kisumu,3.4,24.2,65,0.382,0.12
2015-10-18,kisumu,15.0,22.8,76,0.412,0.12
2015-10-19,kisumu,8.4,22.8,76,0.435,0.12
2015-10-20,kisumu,4.6,23.2,73,0.417,0.14
2015-10-21,kisumu,4.6,24.2,67,0.399,0.14
2015-10-22,kisumu,21.3,22.8,77,0.416,0.14
2015-10-23,kisumu,21.9,22.0,82,0.462,0.15
2015-10-24,kisumu,3.4,22.5,75,0.44,0.17
2015-10-25,kisumu,16.5,22.6,75,0.453,0.19
2015-10-26,kisumu,5.6,21.6,80,0.451,0.19
2015-10-27,kisumu,3.2,23.0,72,0.434,0.19
2015-10-28,kisumu,4.8,23.6,69,0.419,0.18
2015-10-29,kisumu,22.6,21.7,82,0.459,0.17
2015-10-30,kisumu,19.7,20.9,86,0.482,0.18
2015-10-31,kisumu,7.3,21.7,78,0.472,0.21
2015-11-01,kisumu,25.5,21.9,81,0.473,0.23
2015-11-02,kisumu,1.7,22.4,73,0.426,0.27
2015-11-03,kisumu,8.2,21.9,79,0.436,0.28
2015-11-04,kisumu,16.4,21.4,83,0.461,0.34
2015-11-05,kisumu,9.0,21.5,80,0.416,0.37
2015-11-06,kisumu,3.8,21.9,76,0.439,0.37
2015-11-07,kisumu,14.9,21.8,79,0.456,0.34
2015-11-08,kisumu,13.4,21.9,80,0.474,0.32
2015-11-09,kisumu,13.5,21.7,81,0.47,0.31
2015-11-10,kisumu,9.3,21.5,80,0.471,0.33
2015-11-11,kisumu,15.7,20.5,85,0.475,0.34
2015-11-12,kisumu,6.7,21.6,77,0.468,0.37
2015-11-13,kisumu,3.5,23.0,70,0.458,0.38
2015-11-14,kisumu,19.7,22.3,79,0.479,0.39
2015-11-15,kisumu,21.7,22.3,77,0.482,0.41
2015-11-16,kisumu,30.9,21.2,84,0.453,0.49
2015-11-17,kisumu,12.9,20.8,82,0.486,0.63
2015-11-18,kisumu,13.1,21.9,76,0.474,0.8
2015-11-19,kisumu,8.1,21.8,80,0.461,0.91
2015-11-20,kisumu,11.6,22.7,76,0.473,0.93
2015-11-21,kisumu,26.6,21.4,84,0.453,0.94
2015-11-22,kisumu,11.9,22.5,76,0.436,0.98
2015-11-23,kisumu,1.4,22.9,70,0.449,1.06
2015-11-24,kisumu,8.0,22.7,74,0.441,1.09
2015-11-25,kisumu,18.7,21.9,78,0.464,1.05
2015-11-26,kisumu,5.8,21.7,76,0.475,1.08
2015-11-27,kisumu,11.9,20.6,85,0.483,1.16
2015-11-28,kisumu,5.3,22.0,79,0.434,1.23
2015-11-29,kisumu,16.4,21.8,80,0.448,1.28
2015-11-30,kisumu,17.5,21.8,80,0.46,1.32
2015-12-01,kisumu,2.6,22.1,77,0.478,1.42
2015-12-02,kisumu,6.7,21.7,77,0.469,1.52
2015-12-03,kisumu,14.0,21.4,83,0.475,1.52
2015-12-04,kisumu,15.5,21.4,82,0.465,1.54
2015-12-05,kisumu,2.2,21.5,79,0.426,1.67
2015-12-06,kisumu,7.7,21.6,80,0.442,1.74
2015-12-07,kisumu,1.0,22.2,75,0.447,1.72
2015-12-08,kisumu,10.0,22.2,78,0.458,1.7
2015-12-09,kisumu,2.0,22.1,77,0.463,1.69
2015-12-10,kisumu,11.3,22.0,80,0.468,1.69
2015-12-11,kisumu,3.9,22.0,79,0.461,1.67
2015-12-12,kisumu,17.6,21.6,83,0.457,1.64
2015-12-13,kisumu,13.9,21.0,85,0.463,1.62
2015-12-14,kisumu,5.3,20.9,83,0.438,1.73
2015-12-15,kisumu,3.0,21.0,78,0.461,1.79
2015-12-16,kisumu,3.8,21.0,77,0.453,1.75
2015-12-17,kisumu,23.8,20.9,83,0.463,1.7
2015-12-18,kisumu,1.7,22.0,75,0.468,1.71
2015-12-19,kisumu,11.4,22.2,76,0.47,1.81
2015-12-20,kisumu,7.6,22.0,77,0.473,1.79
2015-12-21,kisumu,20.5,21.0,82,0.478,1.76
2015-12-22,kisumu,0.9,22.2,75,0.467,1.77
2015-12-23,kisumu,0.0,23.3,69,0.449,1.76
2015-12-24,kisumu,6.2,23.3,70,0.47,1.7
2015-12-25,kisumu,12.8,22.2,75,0.469,1.64
2015-12-26,kisumu,5.7,22.8,71,0.469,1.59
2015-12-27,kisumu,4.8,22.2,77,0.459,1.54
2015-12-28,kisumu,0.1,23.3,72,0.451,1.5
2015-12-29,kisumu,0.5,24.2,68,0.435,1.46
2015-12-30,kisumu,2.2,23.9,68,0.426,1.39
2015-12-31,kisumu,0.4,24.1,65,0.413,1.32
2016-01-01,kisumu,0.0,24.4,65,0.4,1.26
2016-01-02,kisumu,0.0,24.7,63,0.388,1.19
2016-01-03,kisumu,0.9,24.6,65,0.376,1.12
2016-01-04,kisumu,3.0,24.9,63,0.382,1.06
2016-01-05,kisumu,0.0,25.4,58,0.371,1.01
2016-01-06,kisumu,0.1,25.0,62,0.359,0.96
2016-01-07,kisumu,0.7,24.5,66,0.349,0.92
2016-01-08,kisumu,1.2,25.2,64,0.341,0.88
2016-01-09,kisumu,3.9,25.0,65,0.337,0.85
2016-01-10,kisumu,13.5,23.5,70,0.349,0.81
2016-01-11,kisumu,9.0,23.3,72,0.378,0.78
2016-01-12,kisumu,6.4,23.2,72,0.394,0.8
2016-01-13,kisumu,4.5,23.6,72,0.394,0.8
2016-01-14,kisumu,8.0,23.1,75,0.405,0.8
2016-01-15,kisumu,9.4,23.0,74,0.415,0.78
2016-01-16,kisumu,0.8,23.4,70,0.406,0.78
2016-01-17,kisumu,8.6,23.3,72,0.399,0.78
2016-01-18,kisumu,16.9,22.2,80,0.451,0.78
2016-01-19,kisumu,8.9,21.5,82,0.448,0.8
2016-01-20,kisumu,11.9,22.7,76,0.454,0.85
2016-01-21,kisumu,16.9,22.8,75,0.46,0.85
2016-01-22,kisumu,12.4,22.9,77,0.461,0.85
2016-01-23,kisumu,6.9,22.8,80,0.47,0.89
2016-01-24,kisumu,2.6,22.5,78,0.455,0.91
2016-01-25,kisumu,1.0,23.2,70,0.442,0.89
2016-01-26,kisumu,0.0,22.9,71,0.426,0.86
2016-01-27,kisumu,0.0,23.4,66,0.411,0.81
2016-01-28,kisumu,0.0,23.5,62,0.396,0.75
2016-01-29,kisumu,0.0,23.8,60,0.383,0.72
2016-01-30,kisumu,4.8,23.0,65,0.375,0.69
2016-01-31,kisumu,0.3,23.7,64,0.374,0.66
2016-02-01,kisumu,0.3,24.1,64,0.364,0.64
2016-02-02,kisumu,0.0,24.3,64,0.351,0.63
2016-02-03,kisumu,0.0,24.4,59,0.339,0.59
2016-02-04,kisumu,0.0,24.4,57,0.326,0.58
2016-02-05,kisumu,0.0,25.8,48,0.314,0.56
2016-02-06,kisumu,0.0,24.9,50,0.303,0.53
2016-02-07,kisumu,0.1,25.0,58,0.294,0.52
2016-02-08,kisumu,2.1,24.1,66,0.294,0.5
2016-02-09,kisumu,1.6,23.8,70,0.308,0.49
2016-02-10,kisumu,0.0,24.4,63,0.305,0.49
2016-02-11,kisumu,0.8,24.2,62,0.298,0.47
2016-02-12,kisumu,2.5,24.3,64,0.295,0.44
2016-02-13,kisumu,0.0,25.0,61,0.29,0.41
2016-02-14,kisumu,0.0,24.7,62,0.282,0.41
2016-02-15,kisumu,0.0,25.9,53,0.274,0.39
2016-02-16,kisumu,0.0,26.3,48,0.266,0.39
2016-02-17,kisumu,0.0,26.0,51,0.259,0.39
2016-02-18,kisumu,0.0,26.7,54,0.254,0.37
2016-02-19,kisumu,4.1,26.1,60,0.256,0.37
2016-02-20,kisumu,0.0,26.4,58,0.254,0.37
2016-02-21,kisumu,3.0,25.7,65,0.257,0.36
2016-02-22,kisumu,0.0,25.6,65,0.257,0.36
2016-02-23,kisumu,0.0,26.9,49,0.253,0.36
2016-02-24,kisumu,0.2,26.9,57,0.248,0.34
2016-02-25,kisumu,0.4,26.4,58,0.245,0.34
2016-02-26,kisumu,0.5,26.2,58,0.243,0.34
2016-02-27,kisumu,13.1,25.2,68,0.282,0.31
2016-02-28,kisumu,0.0,26.1,55,0.304,0.28
2016-02-29,kisumu,0.1,27.2,50,0.29,0.28
2016-03-01,kisumu,0.7,26.7,57,0.281,0.28
2016-03-02,kisumu,5.0,26.9,60,0.274,0.28
2016-03-03,kisumu,1.8,25.7,66,0.278,0.28
2016-03-04,kisumu,0.0,26.9,57,0.271,0.26
2016-03-05,kisumu,0.5,26.8,55,0.262,0.26
2016-03-06,kisumu,0.9,27.3,55,0.256,0.26
2016-03-07,kisumu,4.7,26.8,60,0.257,0.26
2016-03-08,kisumu,15.9,23.3,78,0.324,0.26
2016-03-09,kisumu,19.9,22.3,81,0.439,0.28
2016-03-10,kisumu,1.4,25.0,67,0.405,0.3
2016-03-11,kisumu,0.0,25.3,67,0.378,0.31
2016-03-12,kisumu,2.1,25.5,65,0.372,0.3
2016-03-13,kisumu,0.0,26.0,54,0.35,0.28
2016-03-14,kisumu,0.0,26.2,53,0.329,0.28
2016-03-15,kisumu,0.0,26.7,49,0.311,0.28
2016-03-16,kisumu,0.0,26.3,55,0.295,0.25
2016-03-17,kisumu,0.9,25.2,66,0.288,0.25
2016-03-18,kisumu,1.0,24.5,70,0.29,0.25
2016-03-19,kisumu,0.2,25.9,63,0.286,0.25
2016-03-20,kisumu,0.0,26.5,62,0.277,0.25
2016-03-21,kisumu,0.0,26.3,59,0.268,0.25
2016-03-22,kisumu,7.9,24.8,74,0.281,0.25
2016-03-23,kisumu,5.4,24.2,73,0.3,0.25
2016-03-24,kisumu,1.4,25.1,67,0.303,0.22
2016-03-25,kisumu,0.0,26.1,63,0.292,0.22
2016-03-26,kisumu,0.0,26.7,59,0.28,0.22
2016-03-27,kisumu,0.3,26.3,57,0.27,0.22
2016-03-28,kisumu,0.0,26.0,61,0.263,0.22
2016-03-29,kisumu,0.2,26.1,64,0.257,0.22
2016-03-30,kisumu,1.5,26.3,65,0.254,0.22
2016-03-31,kisumu,0.5,25.7,67,0.254,0.22
2016-04-01,kisumu,15.8,23.0,80,0.337,0.22
2016-04-02,kisumu,15.3,21.8,82,0.435,0.22
2016-04-03,kisumu,12.7,22.4,81,0.432,0.25
2016-04-04,kisumu,11.7,21.2,88,0.458,0.25
2016-04-05,kisumu,1.1,23.3,73,0.435,0.31
2016-04-06,kisumu,1.0,24.6,67,0.408,0.28
2016-04-07,kisumu,8.6,24.4,71,0.395,0.28
2016-04-08,kisumu,5.1,23.7,77,0.434,0.28
